colsample_bytree,learning_rate,max_depth,num_boost_round,reg_alpha,reg_lambda,subsample,train_start_date,train_end_date,cv_start_date,cv_end_date,fold_no,train_loss,cv_loss,model,mode,symbol,open,high,low,close,volume,adj_close,unadjusted_volume,vwap,number_of_shares,cash_and_short_term_investments,total_current_assets,total_assets,short_term_debt,long_term_debt,total_debt,net_debt,total_liabilities,net_income,revenue,gross_profit,ebitda,net_income_ttm,revenue_ttm,gross_profit_ttm,ebitda_ttm,operating_cash_flow,free_cash_flow,free_cash_flow_ttm,operating_cash_flow_ttm,market_cap
0.8977039448529056,0.01318127793168522,4.0,950.0,42.0,1.0,0.9221047408930912,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,1815.28442900478,2206.064276300841,lightgbm,hyperopt,0.52,0.0,0.03238095238095238,0.0,0.011428571428571429,0.0038095238095238095,0.05333333333333334,0.0038095238095238095,0.0019047619047619048,0.009523809523809525,0.0380952380952381,0.0019047619047619048,0.024761904761904763,0.009523809523809525,0.013333333333333334,0.0,0.0038095238095238095,0.0,0.0038095238095238095,0.06857142857142857,0.03619047619047619,0.03619047619047619,0.0,0.0019047619047619048,0.009523809523809525,0.0419047619047619,0.0,0.0,0.009523809523809525,0.05904761904761905,0.005714285714285714
0.8977039448529056,0.01318127793168522,4.0,950.0,42.0,1.0,0.9221047408930912,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,2144.8300980944778,1883.7875661279802,lightgbm,hyperopt,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.05291005291005291,0.0,0.0,0.010582010582010581,0.015873015873015872,0.0,0.0,0.005291005291005291,0.0,0.0,0.0,0.0,0.026455026455026454,0.05291005291005291,0.10052910052910052,0.026455026455026454,0.042328042328042326,0.010582010582010581,0.0,0.026455026455026454,0.0,0.0,0.005291005291005291,0.031746031746031744,0.037037037037037035
0.8977039448529056,0.01318127793168522,4.0,950.0,42.0,1.0,0.9221047408930912,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,2005.3641284436198,2593.2244493671506,lightgbm,hyperopt,0.4675324675324675,0.0,0.012987012987012988,0.0,0.045454545454545456,0.0,0.12337662337662338,0.0,0.0,0.0,0.0,0.0,0.032467532467532464,0.0,0.0,0.0,0.032467532467532464,0.0,0.0,0.006493506493506494,0.01948051948051948,0.032467532467532464,0.045454545454545456,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.01948051948051948,0.14935064935064934
0.6658940272035964,0.2599073566040238,9.0,350.0,20.0,70.0,0.6541140722220473,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,267.059686772276,1076.5603999091115,lightgbm,hyperopt,0.0797899546492992,0.0135711119446244,0.0202543731032836,0.0190609336106659,0.0232209226992191,0.0125140655368772,0.0459303713301735,0.0110478398745183,0.0167763494390834,0.0326320455552903,0.0425546424796262,0.0324956524704197,0.0259828826678487,0.0311658198929314,0.0224025641899955,0.0183107716438776,0.0330071265386844,0.029358611518396,0.0439185733283322,0.0303815596549254,0.0288130391789136,0.0355644968800081,0.0394516997988202,0.0301769700276196,0.0269717325331605,0.0309953285368431,0.0484877416714972,0.0516588808947386,0.0470897125515736,0.0332117161659903,0.0432025096327616
0.6658940272035964,0.2599073566040238,9.0,350.0,20.0,70.0,0.6541140722220473,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,438.5935283479731,972.7964254656134,lightgbm,hyperopt,0.0715435259692757,0.0122896854425749,0.0257498171177761,0.0200438917337234,0.0237015362106803,0.0106803218727139,0.0444769568397951,0.0086320409656181,0.0150694952450621,0.0336503291880029,0.0434528163862472,0.0332114118507681,0.0273591806876371,0.0376005852231163,0.0194586686174103,0.018727139722019,0.0294074615947329,0.0295537673738112,0.0434528163862472,0.0316020482809071,0.0275054864667154,0.0302852962692026,0.0425749817117776,0.0273591806876371,0.0256035113386978,0.0305779078273591,0.0456474030724213,0.0523774689100219,0.0421360643745427,0.0384784198975859,0.057790782735918
0.6658940272035964,0.2599073566040238,9.0,350.0,20.0,70.0,0.6541140722220473,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,240.41433940411048,1044.9922028241583,lightgbm,hyperopt,0.0925087108013937,0.0136469221835075,0.019773519163763,0.0183507549361207,0.0216027874564459,0.0147793263646922,0.0469221835075493,0.0131823461091753,0.0154761904761904,0.0372822299651567,0.0443670150987224,0.0315331010452961,0.0271196283391405,0.0280778164924506,0.0217770034843205,0.0164634146341463,0.0345528455284552,0.0265098722415795,0.0411440185830429,0.029123112659698,0.0283391405342624,0.0328397212543554,0.0363821138211382,0.0254645760743321,0.0276422764227642,0.0296747967479674,0.0486353077816492,0.0503484320557491,0.0420731707317073,0.0339430894308943,0.0504645760743321
0.5077182082092103,0.1023226428061875,7.0,2900.0,4.0,61.0,0.8989663771283591,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,259.2375578349062,1066.6825085207906,lightgbm,hyperopt,0.0639159423325304,0.0206304325060215,0.0271232589799979,0.0276992355220441,0.0338255314692638,0.0129681991133452,0.0532167417181554,0.0112402694872063,0.0255000523615038,0.0378748210981952,0.0407896114776416,0.0300380493594442,0.0286591964254546,0.0293573498097532,0.0222710929591231,0.0184487031800886,0.0286242887562397,0.0252033371731769,0.0418193877194819,0.0261632980765874,0.0261458442419799,0.0290082731176039,0.0399692812510908,0.025395329353859,0.0255000523615038,0.0279261353719412,0.0436171326840506,0.0458337696791985,0.0400390965895207,0.0341047928229832,0.0570914930010123
0.5077182082092103,0.1023226428061875,7.0,2900.0,4.0,61.0,0.8989663771283591,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,473.69779189565816,982.4114881513152,lightgbm,hyperopt,0.0617329315793341,0.0199897111780701,0.0277798192107003,0.0274858528698464,0.025795546409936,0.0082310575439112,0.0551186889101197,0.0067612258396413,0.0230028661718233,0.0374072168736679,0.0421106783273315,0.0280002939663408,0.0343940618799147,0.0286617182332622,0.020724627030205,0.0188873373998677,0.0337326376129933,0.0298375835966781,0.0382891158962298,0.0283677518924083,0.0295436172558242,0.0324097890791504,0.0382891158962298,0.0282207687219813,0.0292496509149702,0.031748364812229,0.0463731902697141,0.0397589476004997,0.0405673550378481,0.0397589476004997,0.0477695303887704
0.5077182082092103,0.1023226428061875,7.0,2900.0,4.0,61.0,0.8989663771283591,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,221.79401510406203,1033.1475315448947,lightgbm,hyperopt,0.0683792690233672,0.0238041741561813,0.0280482324745356,0.0270121829438785,0.0307444577591372,0.0165767924905132,0.0559341921310165,0.0153909526662672,0.025651587777112,0.0452491511883363,0.0405557219892151,0.0292590373477132,0.027336728579988,0.0277860994607549,0.019809766327142,0.0167640303574995,0.0282105052925903,0.0238790693029758,0.0398816656680647,0.0274615538246454,0.025401937287797,0.0277860994607549,0.0360620131815458,0.0234172158977431,0.0225933692830037,0.0258263431196325,0.0418289394847213,0.0444502696225284,0.0409676452965847,0.0337402636309167,0.0601907329738366
0.7446026306778175,0.0312878482795875,8.0,1200.0,44.0,52.0,0.5862190914583438,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,468.4111640519672,1166.2630402181323,lightgbm,hyperopt,0.1118975118645927,0.0115491180424107,0.0196691630318492,0.0193674046031876,0.0255671686829616,0.0091350506131182,0.0433160508051463,0.0072422022878775,0.017090500096014,0.0203001124735961,0.0441115957534359,0.0302855732038515,0.0299289496063424,0.0301209776973088,0.0235920226044495,0.0150330562642306,0.0337969440100951,0.0309988203988697,0.0404904946094971,0.0310811181521411,0.0265547417222176,0.0307793597234795,0.0431788878830274,0.0293254327490192,0.0267193372287603,0.0296271911776808,0.0464159328450333,0.0512715002880421,0.0426302361945518,0.0343181631141469,0.0446053822730639
0.7446026306778175,0.0312878482795875,8.0,1200.0,44.0,52.0,0.5862190914583438,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,556.8216058371303,996.1047811435612,lightgbm,hyperopt,0.109378572408432,0.0106086240797475,0.0254698431569802,0.0179706433764689,0.0214458822991449,0.0094197265535689,0.0472815400795646,0.0088252777904796,0.0143582239700032,0.0265215601993689,0.0469157254561251,0.029905345466185,0.0250125748776807,0.0313228771320133,0.0172390141295898,0.0156385751520417,0.0318715990671727,0.031597238099593,0.0390964378801042,0.0291737162193058,0.0313228771320133,0.0332434039050711,0.0380904476656454,0.0266130138552288,0.0271617357903882,0.029859618638255,0.0453152864785769,0.0490191595409026,0.0455896474461566,0.0379989940097855,0.0467328181444053
0.7446026306778175,0.0312878482795875,8.0,1200.0,44.0,52.0,0.5862190914583438,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,341.128981362202,1107.1759975798502,lightgbm,hyperopt,0.1485379530087685,0.011503192543623,0.0185154985762133,0.0164331322051758,0.020961651843396,0.0103741987280003,0.0440182144335587,0.0083921873627958,0.0122433107116424,0.0254399939786996,0.0423498124615828,0.0288018866741096,0.0257536033719281,0.0257285146204699,0.0179635460441311,0.0143758545855965,0.0340328913531618,0.0269076859390092,0.0431401081325187,0.0276352597312994,0.0262302896496355,0.0319881581093116,0.0399287479458584,0.02441135516891,0.0269954965691132,0.0270582184477589,0.0490735978524028,0.050503656685525,0.0431024750053313,0.0342837788677446,0.0433157293927267
0.8308743784961227,0.0727005081811567,5.0,1900.0,35.0,12.0,0.8828823944657976,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,614.7192460013482,1210.067166553056,lightgbm,hyperopt,0.3056497175141243,0.0076271186440677,0.0254237288135593,0.0220338983050847,0.0372881355932203,0.0081920903954802,0.0751412429378531,0.0062146892655367,0.0141242937853107,0.0067796610169491,0.0225988700564971,0.0183615819209039,0.0271186440677966,0.0155367231638418,0.0098870056497175,0.0067796610169491,0.0175141242937853,0.0214689265536723,0.0285310734463276,0.0285310734463276,0.0112994350282485,0.0220338983050847,0.0367231638418079,0.0127118644067796,0.0129943502824858,0.0223163841807909,0.0423728813559322,0.0313559322033898,0.0268361581920903,0.0257062146892655,0.0508474576271186
0.8308743784961227,0.0727005081811567,5.0,1900.0,35.0,12.0,0.8828823944657976,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,912.8211654688648,1075.6366675121385,lightgbm,hyperopt,0.3508196721311475,0.0054644808743169,0.0327868852459016,0.0185792349726775,0.028415300546448,0.0098360655737704,0.0797814207650273,0.0087431693989071,0.014207650273224,0.0131147540983606,0.028415300546448,0.0207650273224043,0.014207650273224,0.0076502732240437,0.0098360655737704,0.0032786885245901,0.0163934426229508,0.0109289617486338,0.0295081967213114,0.0196721311475409,0.0382513661202185,0.0120218579234972,0.0185792349726775,0.0098360655737704,0.0174863387978142,0.0218579234972677,0.0316939890710382,0.0295081967213114,0.0262295081967213,0.0371584699453551,0.0349726775956284
0.8308743784961227,0.0727005081811567,5.0,1900.0,35.0,12.0,0.8828823944657976,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,297.8852717667498,1099.439013203478,lightgbm,hyperopt,0.3560394499628831,0.0062568489518894,0.0162607373890911,0.011347166743257,0.028138145568949,0.0070698858213439,0.0547562656863091,0.0048075223585139,0.0093675987132807,0.0156597970942769,0.0290572307257237,0.015765845381597,0.019689632012443,0.0139630244971543,0.0100392378663084,0.0071405846795574,0.0228710806320477,0.0180635582735338,0.0334759093640637,0.0179928594153204,0.0179575099862137,0.0235073703559687,0.0320619321997949,0.0138923256389409,0.0177807628406801,0.0158718936689172,0.0372936477075895,0.0382127328643642,0.0320265827706882,0.0258050832479055,0.047827777581392
0.696636152625502,0.2928352156178286,6.0,1650.0,32.0,57.0,0.987327708764878,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,536.0281092964824,1177.0894342194956,lightgbm,hyperopt,0.1519191919191919,0.0153535353535353,0.0218181818181818,0.0189898989898989,0.0307070707070707,0.008080808080808,0.0428282828282828,0.0068686868686868,0.0165656565656565,0.0153535353535353,0.04,0.0234343434343434,0.0294949494949494,0.0278787878787878,0.0214141414141414,0.0129292929292929,0.025050505050505,0.0254545454545454,0.0424242424242424,0.0339393939393939,0.0218181818181818,0.0307070707070707,0.0424242424242424,0.0254545454545454,0.0278787878787878,0.0246464646464646,0.0472727272727272,0.0464646464646464,0.042020202020202,0.0339393939393939,0.0468686868686868
0.696636152625502,0.2928352156178286,6.0,1650.0,32.0,57.0,0.987327708764878,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,707.5711576400959,1020.9775708384666,lightgbm,hyperopt,0.1475076297049847,0.0101729399796541,0.0295015259409969,0.022380467955239,0.0254323499491353,0.0132248219735503,0.0651068158697863,0.0101729399796541,0.0183112919633774,0.0213631739572736,0.034587995930824,0.0193285859613428,0.0335707019328586,0.0213631739572736,0.0203458799593082,0.0061037639877924,0.0071210579857578,0.039674465920651,0.0427263479145473,0.0305188199389623,0.0366225839267548,0.0203458799593082,0.0488301119023397,0.0213631739572736,0.0193285859613428,0.0274669379450661,0.039674465920651,0.0457782299084435,0.0325534079348931,0.039674465920651,0.0498474059003051
0.696636152625502,0.2928352156178286,6.0,1650.0,32.0,57.0,0.987327708764878,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,251.4473701834628,1055.6596274140504,lightgbm,hyperopt,0.2048361581920904,0.0107118644067796,0.0179887005649717,0.015502824858757,0.0265310734463276,0.0103050847457627,0.0440677966101694,0.0099887005649717,0.015728813559322,0.0295593220338983,0.0388700564971751,0.023774011299435,0.023774011299435,0.0223276836158192,0.0169491525423728,0.0121581920903954,0.0308700564971751,0.0224180790960451,0.0369265536723163,0.0249491525423728,0.0250847457627118,0.03154802259887,0.0347118644067796,0.0181694915254237,0.0211525423728813,0.0223728813559322,0.0436610169491525,0.0470508474576271,0.0361581920903954,0.0311412429378531,0.0507118644067796
0.5715894527627121,0.1333653612280821,4.0,2050.0,10.0,27.0,0.831202446595914,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,1913.5831367201863,2334.344848897978,lightgbm,hyperopt,0.25,0.0178571428571428,0.0357142857142857,0.0535714285714285,0.0714285714285714,0.0,0.0892857142857142,0.0,0.0178571428571428,0.0,0.0178571428571428,0.0,0.0535714285714285,0.0178571428571428,0.0178571428571428,0.0,0.0,0.0,0.0178571428571428,0.0,0.0,0.125,0.0357142857142857,0.0,0.0535714285714285,0.0892857142857142,0.0,0.0,0.0,0.0178571428571428,0.0178571428571428
0.5715894527627121,0.1333653612280821,4.0,2050.0,10.0,27.0,0.831202446595914,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,2122.0661041696026,1880.5069660844988,lightgbm,hyperopt,0.238095238095238,0.0,0.0714285714285714,0.0238095238095238,0.0,0.0,0.119047619047619,0.0,0.0,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0476190476190476,0.0238095238095238,0.0,0.0238095238095238,0.0,0.0,0.0476190476190476,0.0238095238095238,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0,0.0,0.0476190476190476,0.0238095238095238,0.0,0.0238095238095238,0.0,0.0238095238095238
0.5715894527627121,0.1333653612280821,4.0,2050.0,10.0,27.0,0.831202446595914,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,1655.35896769212,2184.3354054238675,lightgbm,hyperopt,0.2857142857142857,0.0204081632653061,0.0714285714285714,0.0204081632653061,0.0204081632653061,0.0,0.1020408163265306,0.010204081632653,0.0204081632653061,0.010204081632653,0.0,0.0,0.0204081632653061,0.0306122448979591,0.0306122448979591,0.0,0.010204081632653,0.0,0.0408163265306122,0.0204081632653061,0.0,0.010204081632653,0.0612244897959183,0.010204081632653,0.0204081632653061,0.0510204081632653,0.0204081632653061,0.010204081632653,0.0,0.0510204081632653,0.0510204081632653
0.8585395576198903,0.1698370765754501,5.0,3900.0,0.0,36.0,0.945069839026656,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,563.2269254044613,1199.7042308566236,lightgbm,hyperopt,0.339568345323741,0.0086330935251798,0.0273381294964028,0.0254196642685851,0.0345323741007194,0.0067146282973621,0.0877697841726618,0.0043165467625899,0.0139088729016786,0.0148681055155875,0.0335731414868105,0.0191846522781774,0.0254196642685851,0.0134292565947242,0.0086330935251798,0.0067146282973621,0.0115107913669064,0.0206235011990407,0.0302158273381294,0.0196642685851318,0.0148681055155875,0.0254196642685851,0.0287769784172661,0.0086330935251798,0.0119904076738609,0.0172661870503597,0.0388489208633093,0.022062350119904,0.0172661870503597,0.0201438848920863,0.0426858513189448
0.8585395576198903,0.1698370765754501,5.0,3900.0,0.0,36.0,0.945069839026656,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,640.5257351214242,1003.6256884556852,lightgbm,hyperopt,0.3488888888888889,0.0118518518518518,0.037037037037037,0.0237037037037037,0.0437037037037037,0.0007407407407407,0.0925925925925925,0.0029629629629629,0.0148148148148148,0.0207407407407407,0.0244444444444444,0.0081481481481481,0.017037037037037,0.0081481481481481,0.0081481481481481,0.0081481481481481,0.02,0.0133333333333333,0.0296296296296296,0.0125925925925925,0.0185185185185185,0.0148148148148148,0.0237037037037037,0.0096296296296296,0.0288888888888888,0.02,0.0296296296296296,0.0251851851851851,0.0148148148148148,0.0274074074074074,0.0407407407407407
0.8585395576198903,0.1698370765754501,5.0,3900.0,0.0,36.0,0.945069839026656,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,244.24511205921863,1063.2627131049155,lightgbm,hyperopt,0.2666213151927438,0.0196825396825396,0.0243537414965986,0.0239909297052154,0.0298866213151927,0.0133333333333333,0.0644897959183673,0.0082993197278911,0.0169614512471655,0.036235827664399,0.0327891156462585,0.0198639455782312,0.0216326530612244,0.01437641723356,0.0111111111111111,0.0078004535147392,0.0197278911564625,0.0161451247165532,0.0345124716553288,0.0185034013605442,0.0177324263038548,0.0212698412698412,0.0317006802721088,0.014875283446712,0.0157369614512471,0.0148299319727891,0.0333333333333333,0.0374149659863945,0.0290702947845804,0.0204081632653061,0.0633106575963718
0.6135068745583818,0.0447162126214438,10.0,800.0,23.0,94.0,0.5304949665897477,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,291.25350839563674,1088.1163553737788,lightgbm,hyperopt,0.056604810780672,0.014245439339087,0.0189101532130769,0.0198603727059267,0.0219257258184845,0.0104759735823274,0.0404903446705251,0.0098791415041738,0.0170018611737174,0.0340037223474348,0.0463094574325226,0.0349775010012643,0.0290798577026676,0.0328571765130871,0.0258286934874626,0.0205435883743393,0.0355429208647782,0.0329357070496862,0.0437493619393901,0.0326451440642693,0.0297395142101005,0.0331634456058238,0.0406474057437234,0.0298258978003596,0.031467186015282,0.0308939130981082,0.0462623391105631,0.0526547247897344,0.0467727875984576,0.0357392472062761,0.044966585256677
0.6135068745583818,0.0447162126214438,10.0,800.0,23.0,94.0,0.5304949665897477,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,369.04553603582445,945.2528262917602,lightgbm,hyperopt,0.0496135894100543,0.0149514117376999,0.0217002065957609,0.0192975744127324,0.0203688116917897,0.009702349070319,0.040599892876272,0.0092585507689953,0.0144770066569745,0.0356568980029076,0.0455275843599357,0.0360394827454281,0.0297344861886907,0.0324431861657357,0.0262147065575024,0.0198791032213635,0.0350447624148748,0.0344326268268421,0.0439513352207514,0.0357640217308133,0.0316168031218914,0.0346315708929527,0.0399877572882393,0.0281888438289081,0.0305302624531333,0.0327798607391537,0.046093809778866,0.0507919504170173,0.0468742826536077,0.0353202234294896,0.0485270487412961
0.6135068745583818,0.0447162126214438,10.0,800.0,23.0,94.0,0.5304949665897477,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,279.3658224307533,1060.9246435646462,lightgbm,hyperopt,0.0630428394174884,0.0146280937765297,0.0188565271338078,0.0181953242343107,0.0211013517925945,0.0122036831450401,0.0393293280219421,0.0093629595768301,0.0156974466139881,0.0378110102527264,0.0452883171161758,0.0344968327564814,0.0298112714686867,0.0300888134265003,0.0223339646052373,0.0187585711486971,0.03524782864233,0.031680598184549,0.0438516293345523,0.031680598184549,0.0296725004897799,0.0330111669823026,0.0419088356298569,0.0288725266113759,0.0307581793247567,0.031133677267681,0.0488065695814014,0.0500391823940442,0.0456230000653039,0.0365130934500098,0.0501942793704695
0.9232461766066964,0.0859492623469163,3.0,4750.0,28.0,86.0,0.6188818718815644,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,2187.475983193406,2624.064530788457,lightgbm,hyperopt,0.6,0.0,0.1333333333333333,0.0,0.0666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9232461766066964,0.0859492623469163,3.0,4750.0,28.0,86.0,0.6188818718815644,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,2263.097519063053,1989.271568591927,lightgbm,hyperopt,0.6,0.0,0.0666666666666666,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9232461766066964,0.0859492623469163,3.0,4750.0,28.0,86.0,0.6188818718815644,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,2148.727860966991,2779.373532540279,lightgbm,hyperopt,0.5,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6817047431971068,0.2120848230031091,11.0,1250.0,16.0,49.0,0.7089875911124912,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,218.3395119653144,1042.5486207680074,lightgbm,hyperopt,0.0930676164178905,0.0184881347793028,0.0217962570197553,0.0191150773006789,0.0235837101658062,0.0185414915896327,0.0429789107207171,0.0176210866114423,0.0158469726679739,0.0370829831792655,0.0438192804834127,0.0322008350340816,0.0251844144757026,0.0284258407032427,0.0209692264596422,0.0153801005775874,0.0334280416716688,0.0260247842383982,0.0424186642122533,0.0290261048194538,0.0287859991729694,0.031387143676551,0.03618925660624,0.0263716035055424,0.0273320260914802,0.0282390918670881,0.0450731655261648,0.0483012525511224,0.0417383648805474,0.0314405004868808,0.0501420625075033
0.6817047431971068,0.2120848230031091,11.0,1250.0,16.0,49.0,0.7089875911124912,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,378.6343729938779,960.7918961518952,lightgbm,hyperopt,0.055994313694519,0.0162691517927657,0.0318275154004106,0.020217975043437,0.0258253040593903,0.0113726109619333,0.0412257147370083,0.0112936344969199,0.0143737166324435,0.0356183857210551,0.0446217027325856,0.0355394092560417,0.0371189385563102,0.0341968093508134,0.0241667982941083,0.0182435634181014,0.0281156215447796,0.0292212920549676,0.0431211498973305,0.0319854683304375,0.0277997156847259,0.0269309745695782,0.0423313852471963,0.0267730216395514,0.0292212920549676,0.0301690096351287,0.0479387142631495,0.0460432791028273,0.0407518559469278,0.0373558679513505,0.054335807929237
0.6817047431971068,0.2120848230031091,11.0,1250.0,16.0,49.0,0.7089875911124912,2003-10-01,2004-12-30,2004-12-31,2005-03-30,3,201.9763058474072,1013.2204483132142,lightgbm,hyperopt,0.1033049975222048,0.0172429128705574,0.0199367209240269,0.0201400271922133,0.0243078056900341,0.0211819718166685,0.0441174601964446,0.0192632689106596,0.0160739018284857,0.0425545432597618,0.0442699398975844,0.0313345785842259,0.0242569791229875,0.0258071894179087,0.0199494275657886,0.0145618114588495,0.0323129899998729,0.0242315658394642,0.0390348034917851,0.0293904623946937,0.0263916949389445,0.0310296191819464,0.0351211578291973,0.0231515012897241,0.0246000584505521,0.0274082262798764,0.0441809934052529,0.045731203700174,0.0418810912463944,0.0319063774635001,0.0553247182302189
0.8219461826691129,0.1432152411216274,7.0,3200.0,6.0,43.0,0.8678947635803802,2004-03-31,2005-06-30,2005-07-01,2005-09-30,1,291.2526944938105,1091.0562326743925,lightgbm,hyperopt,0.1235617056478905,0.0183500037602466,0.0262089193051064,0.0248176280363991,0.0300443709107317,0.0111303301496578,0.0544859742799127,0.009024592013236,0.019102053094683,0.0313980597127171,0.041701135594495,0.0274874031736481,0.0229751071670301,0.0277882229074227,0.0175979544258103,0.0156802286229976,0.0293299240430172,0.0212453936978265,0.0416635331277731,0.0238775663683537,0.0233511318342483,0.0292547191095735,0.0404226517259532,0.0203429344965029,0.020117319696172,0.0232759269008046,0.0489960141385274,0.0473791080694893,0.0406858689930059,0.0306836128450026,0.0580206061517635
0.8219461826691129,0.1432152411216274,7.0,3200.0,6.0,43.0,0.8678947635803802,2003-12-31,2005-03-30,2005-03-31,2005-06-30,2,467.9951089764667,971.6734817740416,lightgbm,hyperopt,0.1241428571428571,0.014,0.0274285714285714,0.0227142857142857,0.0264285714285714,0.0091428571428571,0.0771428571428571,0.0074285714285714,0.0164285714285714,0.0292857142857142,0.0442857142857142,0.026,0.0242857142857142,0.0271428571428571,0.0148571428571428,0.014,0.0277142857142857,0.0207142857142857,0.0441428571428571,0.0234285714285714,0.0235714285714285,0.0301428571428571,0.0377142857142857,0.0198571428571428,0.0188571428571428,0.0254285714285714,0.05,0.0435714285714285,0.0388571428571428,0.0338571428571428,0.0574285714285714
